Index,S_ID,S_Abbrev,Structure_Method,R_ID,R_Abbrev,Reasoning_Method,P_ID,P_Abbrev,Presentation_Method,Problem_Types,Output_Types,Avg_Complexity,Avg_Domain_Specificity
539,4,S4,Viable System Model,32,R32,FMEA,21,P21,Dashboard,complicated,quantitative,2.33,0.47
540,4,S4,Viable System Model,32,R32,FMEA,29,P29,Interactive Visualization,complicated,quantitative,2.67,0.50
541,4,S4,Viable System Model,32,R32,FMEA,31,P31,Simulation,complicated,quantitative,2.67,0.53
542,4,S4,Viable System Model,33,R33,Fault Tree Analysis,18,P18,Causal Diagram,complicated,visual,2.33,0.47
543,4,S4,Viable System Model,33,R33,Fault Tree Analysis,19,P19,Flowchart,complicated,visual,2.00,0.43
544,4,S4,Viable System Model,33,R33,Fault Tree Analysis,20,P20,Gantt Chart,complicated,visual,2.00,0.50
545,4,S4,Viable System Model,33,R33,Fault Tree Analysis,21,P21,Dashboard,complicated,visual,2.33,0.47
546,4,S4,Viable System Model,33,R33,Fault Tree Analysis,22,P22,Infographic,complicated,visual,2.00,0.47
547,4,S4,Viable System Model,33,R33,Fault Tree Analysis,23,P23,Systems Diagram,complicated,visual,2.33,0.50
548,4,S4,Viable System Model,33,R33,Fault Tree Analysis,24,P24,Network Graph,complicated,visual,2.33,0.50
549,4,S4,Viable System Model,33,R33,Fault Tree Analysis,25,P25,Mind Map,complicated,visual,2.00,0.43
550,4,S4,Viable System Model,33,R33,Fault Tree Analysis,26,P26,Timeline,complicated,visual,2.00,0.43
551,4,S4,Viable System Model,33,R33,Fault Tree Analysis,27,P27,Fishbone Diagram,complicated,visual,2.00,0.50
552,4,S4,Viable System Model,33,R33,Fault Tree Analysis,28,P28,Slide Deck,complicated,visual,2.00,0.43
553,4,S4,Viable System Model,33,R33,Fault Tree Analysis,29,P29,Interactive Visualization,complicated,visual,2.67,0.50
554,4,S4,Viable System Model,33,R33,Fault Tree Analysis,30,P30,Video,complicated,visual,2.33,0.47
555,4,S4,Viable System Model,33,R33,Fault Tree Analysis,31,P31,Simulation,complicated,visual,2.67,0.53
556,4,S4,Viable System Model,34,R34,Event Tree Analysis,5,P5,Checklist,complicated,sequential,2.00,0.47
557,4,S4,Viable System Model,34,R34,Event Tree Analysis,8,P8,Technical Report,complicated,sequential,2.33,0.43
558,4,S4,Viable System Model,34,R34,Event Tree Analysis,13,P13,Tutorial,complicated,sequential,2.00,0.47
559,4,S4,Viable System Model,34,R34,Event Tree Analysis,19,P19,Flowchart,complicated,sequential,2.00,0.43
560,4,S4,Viable System Model,34,R34,Event Tree Analysis,20,P20,Gantt Chart,complicated,sequential,2.00,0.50
561,4,S4,Viable System Model,34,R34,Event Tree Analysis,26,P26,Timeline,complicated,sequential,2.00,0.43
562,4,S4,Viable System Model,34,R34,Event Tree Analysis,32,P32,Annotated Code,complicated,sequential,2.33,0.57
563,4,S4,Viable System Model,35,R35,Bow-Tie Analysis,18,P18,Causal Diagram,complicated,visual,2.33,0.47
564,4,S4,Viable System Model,35,R35,Bow-Tie Analysis,19,P19,Flowchart,complicated,visual,2.00,0.43
565,4,S4,Viable System Model,35,R35,Bow-Tie Analysis,20,P20,Gantt Chart,complicated,visual,2.00,0.50
566,4,S4,Viable System Model,35,R35,Bow-Tie Analysis,21,P21,Dashboard,complicated,visual,2.33,0.47
567,4,S4,Viable System Model,35,R35,Bow-Tie Analysis,22,P22,Infographic,complicated,visual,2.00,0.47
568,4,S4,Viable System Model,35,R35,Bow-Tie Analysis,23,P23,Systems Diagram,complicated,visual,2.33,0.50
569,4,S4,Viable System Model,35,R35,Bow-Tie Analysis,24,P24,Network Graph,complicated,visual,2.33,0.50
570,4,S4,Viable System Model,35,R35,Bow-Tie Analysis,25,P25,Mind Map,complicated,visual,2.00,0.43
571,4,S4,Viable System Model,35,R35,Bow-Tie Analysis,26,P26,Timeline,complicated,visual,2.00,0.43
572,4,S4,Viable System Model,35,R35,Bow-Tie Analysis,27,P27,Fishbone Diagram,complicated,visual,2.00,0.50
573,4,S4,Viable System Model,35,R35,Bow-Tie Analysis,28,P28,Slide Deck,complicated,visual,2.00,0.43
574,4,S4,Viable System Model,35,R35,Bow-Tie Analysis,29,P29,Interactive Visualization,complicated,visual,2.67,0.50
575,4,S4,Viable System Model,35,R35,Bow-Tie Analysis,30,P30,Video,complicated,visual,2.33,0.47
576,4,S4,Viable System Model,35,R35,Bow-Tie Analysis,31,P31,Simulation,complicated,visual,2.67,0.53
577,4,S4,Viable System Model,36,R36,Delphi Method,6,P6,Memo,complex,qualitative,2.00,0.40
578,4,S4,Viable System Model,36,R36,Delphi Method,8,P8,Technical Report,complex,qualitative,2.33,0.40
579,4,S4,Viable System Model,36,R36,Delphi Method,10,P10,White Paper,complex,qualitative,2.33,0.43
580,4,S4,Viable System Model,36,R36,Delphi Method,11,P11,Academic Paper,complex,qualitative,2.67,0.43
581,4,S4,Viable System Model,36,R36,Delphi Method,12,P12,Case Study,complex,qualitative,2.33,0.43
582,4,S4,Viable System Model,36,R36,Delphi Method,15,P15,Dialogue,complex,qualitative,2.33,0.43
583,4,S4,Viable System Model,36,R36,Delphi Method,33,P33,Narrative Synthesis,complex,qualitative,2.33,0.40
584,4,S4,Viable System Model,36,R36,Delphi Method,35,P35,Dialogue Format,complex,qualitative,2.33,0.43
585,4,S4,Viable System Model,37,R37,Nominal Group Technique,6,P6,Memo,complicated,qualitative,1.67,0.37
586,4,S4,Viable System Model,37,R37,Nominal Group Technique,8,P8,Technical Report,complicated,qualitative,2.00,0.37
587,4,S4,Viable System Model,37,R37,Nominal Group Technique,10,P10,White Paper,complicated,qualitative,2.00,0.40
588,4,S4,Viable System Model,37,R37,Nominal Group Technique,11,P11,Academic Paper,complicated,qualitative,2.33,0.40
589,4,S4,Viable System Model,37,R37,Nominal Group Technique,12,P12,Case Study,complicated,qualitative,2.00,0.40
590,4,S4,Viable System Model,37,R37,Nominal Group Technique,15,P15,Dialogue,complicated,qualitative,2.00,0.40
591,4,S4,Viable System Model,37,R37,Nominal Group Technique,33,P33,Narrative Synthesis,complicated,qualitative,2.00,0.37
592,4,S4,Viable System Model,37,R37,Nominal Group Technique,35,P35,Dialogue Format,complicated,qualitative,2.00,0.40
593,4,S4,Viable System Model,38,R38,Six Thinking Hats,6,P6,Memo,complex; complicated,qualitative,1.67,0.37
594,4,S4,Viable System Model,38,R38,Six Thinking Hats,8,P8,Technical Report,complex; complicated,qualitative,2.00,0.37
595,4,S4,Viable System Model,38,R38,Six Thinking Hats,10,P10,White Paper,complex; complicated,qualitative,2.00,0.40
596,4,S4,Viable System Model,38,R38,Six Thinking Hats,11,P11,Academic Paper,complex; complicated,qualitative,2.33,0.40
597,4,S4,Viable System Model,38,R38,Six Thinking Hats,12,P12,Case Study,complex; complicated,qualitative,2.00,0.40
598,4,S4,Viable System Model,38,R38,Six Thinking Hats,15,P15,Dialogue,complex; complicated,qualitative,2.00,0.40
599,4,S4,Viable System Model,38,R38,Six Thinking Hats,33,P33,Narrative Synthesis,complex; complicated,qualitative,2.00,0.37
600,4,S4,Viable System Model,38,R38,Six Thinking Hats,35,P35,Dialogue Format,complex; complicated,qualitative,2.00,0.40
601,4,S4,Viable System Model,39,R39,Linear Programming,8,P8,Technical Report,complicated,quantitative,2.67,0.43
602,4,S4,Viable System Model,39,R39,Linear Programming,11,P11,Academic Paper,complicated,quantitative,3.00,0.47
603,4,S4,Viable System Model,39,R39,Linear Programming,17,P17,Decision Matrix,complicated,quantitative,2.33,0.47
604,4,S4,Viable System Model,39,R39,Linear Programming,21,P21,Dashboard,complicated,quantitative,2.67,0.47
605,4,S4,Viable System Model,39,R39,Linear Programming,29,P29,Interactive Visualization,complicated,quantitative,3.00,0.50
606,4,S4,Viable System Model,39,R39,Linear Programming,31,P31,Simulation,complicated,quantitative,3.00,0.53
607,4,S4,Viable System Model,40,R40,Decision Trees,5,P5,Checklist,complicated,sequential,2.00,0.40
608,4,S4,Viable System Model,40,R40,Decision Trees,8,P8,Technical Report,complicated,sequential,2.33,0.37
609,4,S4,Viable System Model,40,R40,Decision Trees,13,P13,Tutorial,complicated,sequential,2.00,0.40
610,4,S4,Viable System Model,40,R40,Decision Trees,18,P18,Causal Diagram,complicated,visual,2.33,0.40
611,4,S4,Viable System Model,40,R40,Decision Trees,19,P19,Flowchart,complicated,sequential; visual,2.00,0.37
612,4,S4,Viable System Model,40,R40,Decision Trees,20,P20,Gantt Chart,complicated,sequential; visual,2.00,0.43
613,4,S4,Viable System Model,40,R40,Decision Trees,21,P21,Dashboard,complicated,visual,2.33,0.40
614,4,S4,Viable System Model,40,R40,Decision Trees,22,P22,Infographic,complicated,visual,2.00,0.40
615,4,S4,Viable System Model,40,R40,Decision Trees,23,P23,Systems Diagram,complicated,visual,2.33,0.43
616,4,S4,Viable System Model,40,R40,Decision Trees,24,P24,Network Graph,complicated,visual,2.33,0.43
617,4,S4,Viable System Model,40,R40,Decision Trees,25,P25,Mind Map,complicated,visual,2.00,0.37
618,4,S4,Viable System Model,40,R40,Decision Trees,26,P26,Timeline,complicated,sequential; visual,2.00,0.37
619,4,S4,Viable System Model,40,R40,Decision Trees,27,P27,Fishbone Diagram,complicated,visual,2.00,0.43
620,4,S4,Viable System Model,40,R40,Decision Trees,28,P28,Slide Deck,complicated,visual,2.00,0.37
621,4,S4,Viable System Model,40,R40,Decision Trees,29,P29,Interactive Visualization,complicated,visual,2.67,0.43
622,4,S4,Viable System Model,40,R40,Decision Trees,30,P30,Video,complicated,visual,2.33,0.40
623,4,S4,Viable System Model,40,R40,Decision Trees,31,P31,Simulation,complicated,visual,2.67,0.47
624,4,S4,Viable System Model,40,R40,Decision Trees,32,P32,Annotated Code,complicated,sequential,2.33,0.50
625,4,S4,Viable System Model,41,R41,Cost-Benefit Analysis,7,P7,Executive Summary,complicated,comparative,2.00,0.37
626,4,S4,Viable System Model,41,R41,Cost-Benefit Analysis,8,P8,Technical Report,complicated,quantitative,2.33,0.37
627,4,S4,Viable System Model,41,R41,Cost-Benefit Analysis,9,P9,Policy Brief,complicated,comparative,2.33,0.43
628,4,S4,Viable System Model,41,R41,Cost-Benefit Analysis,11,P11,Academic Paper,complicated,quantitative,2.67,0.40
629,4,S4,Viable System Model,41,R41,Cost-Benefit Analysis,16,P16,Comparative Table,complicated,comparative,2.00,0.37
630,4,S4,Viable System Model,41,R41,Cost-Benefit Analysis,17,P17,Decision Matrix,complicated,comparative; quantitative,2.00,0.40
631,4,S4,Viable System Model,41,R41,Cost-Benefit Analysis,21,P21,Dashboard,complicated,quantitative,2.33,0.40
632,4,S4,Viable System Model,41,R41,Cost-Benefit Analysis,29,P29,Interactive Visualization,complicated,quantitative,2.67,0.43
633,4,S4,Viable System Model,41,R41,Cost-Benefit Analysis,31,P31,Simulation,complicated,quantitative,2.67,0.47
634,4,S4,Viable System Model,42,R42,Trade-off Analysis,7,P7,Executive Summary,complicated,comparative,2.00,0.33
635,4,S4,Viable System Model,42,R42,Trade-off Analysis,9,P9,Policy Brief,complicated,comparative,2.33,0.40
636,4,S4,Viable System Model,42,R42,Trade-off Analysis,16,P16,Comparative Table,complicated,comparative,2.00,0.33
637,4,S4,Viable System Model,42,R42,Trade-off Analysis,17,P17,Decision Matrix,complicated,comparative,2.00,0.37
638,5,S5,Critical Systems Thinking,8,R8,Design Thinking,5,P5,Checklist,wicked,sequential,2.00,0.37
639,5,S5,Critical Systems Thinking,8,R8,Design Thinking,6,P6,Memo,wicked,qualitative,2.00,0.33
640,5,S5,Critical Systems Thinking,8,R8,Design Thinking,8,P8,Technical Report,wicked,qualitative; sequential,2.33,0.33
641,5,S5,Critical Systems Thinking,8,R8,Design Thinking,10,P10,White Paper,wicked,qualitative,2.33,0.37
642,5,S5,Critical Systems Thinking,8,R8,Design Thinking,11,P11,Academic Paper,wicked,qualitative,2.67,0.37
643,5,S5,Critical Systems Thinking,8,R8,Design Thinking,12,P12,Case Study,wicked,qualitative,2.33,0.37
644,5,S5,Critical Systems Thinking,8,R8,Design Thinking,13,P13,Tutorial,wicked,sequential,2.00,0.37
645,5,S5,Critical Systems Thinking,8,R8,Design Thinking,15,P15,Dialogue,wicked,qualitative,2.33,0.37
646,5,S5,Critical Systems Thinking,8,R8,Design Thinking,19,P19,Flowchart,wicked,sequential,2.00,0.33
647,5,S5,Critical Systems Thinking,8,R8,Design Thinking,20,P20,Gantt Chart,wicked,sequential,2.00,0.40
648,5,S5,Critical Systems Thinking,8,R8,Design Thinking,26,P26,Timeline,wicked,sequential,2.00,0.33
649,5,S5,Critical Systems Thinking,8,R8,Design Thinking,32,P32,Annotated Code,wicked,sequential,2.33,0.47
650,5,S5,Critical Systems Thinking,8,R8,Design Thinking,33,P33,Narrative Synthesis,wicked,qualitative,2.33,0.33
651,5,S5,Critical Systems Thinking,8,R8,Design Thinking,35,P35,Dialogue Format,wicked,qualitative,2.33,0.37
652,5,S5,Critical Systems Thinking,30,R30,Dialectical Reasoning,6,P6,Memo,wicked,qualitative,2.00,0.33
653,5,S5,Critical Systems Thinking,30,R30,Dialectical Reasoning,8,P8,Technical Report,wicked,qualitative,2.33,0.33
654,5,S5,Critical Systems Thinking,30,R30,Dialectical Reasoning,10,P10,White Paper,wicked,qualitative,2.33,0.37
655,5,S5,Critical Systems Thinking,30,R30,Dialectical Reasoning,11,P11,Academic Paper,wicked,qualitative,2.67,0.37
656,5,S5,Critical Systems Thinking,30,R30,Dialectical Reasoning,12,P12,Case Study,wicked,qualitative,2.33,0.37
657,5,S5,Critical Systems Thinking,30,R30,Dialectical Reasoning,15,P15,Dialogue,wicked,qualitative,2.33,0.37
658,5,S5,Critical Systems Thinking,30,R30,Dialectical Reasoning,33,P33,Narrative Synthesis,wicked,qualitative,2.33,0.33
659,5,S5,Critical Systems Thinking,30,R30,Dialectical Reasoning,35,P35,Dialogue Format,wicked,qualitative,2.33,0.37
660,6,S6,Systemic Design,3,R3,Abductive Reasoning,1,P1,Cornell Notes,complex,conceptual,1.67,0.37
661,6,S6,Systemic Design,3,R3,Abductive Reasoning,2,P2,SQ3R,complex,conceptual,1.67,0.40
662,6,S6,Systemic Design,3,R3,Abductive Reasoning,3,P3,CODE (Second Brain),complex,conceptual,2.00,0.37
663,6,S6,Systemic Design,3,R3,Abductive Reasoning,4,P4,Progressive Summarization,complex,conceptual,2.00,0.37
664,6,S6,Systemic Design,3,R3,Abductive Reasoning,6,P6,Memo,complex,conceptual,1.67,0.30
665,6,S6,Systemic Design,3,R3,Abductive Reasoning,7,P7,Executive Summary,complex,conceptual,1.67,0.30
666,6,S6,Systemic Design,3,R3,Abductive Reasoning,10,P10,White Paper,complex,conceptual,2.00,0.33
667,6,S6,Systemic Design,3,R3,Abductive Reasoning,14,P14,FAQ,complex,conceptual,1.67,0.30
668,6,S6,Systemic Design,3,R3,Abductive Reasoning,25,P25,Mind Map,complex,conceptual,1.67,0.30
669,6,S6,Systemic Design,3,R3,Abductive Reasoning,28,P28,Slide Deck,complex,conceptual,1.67,0.30
670,6,S6,Systemic Design,3,R3,Abductive Reasoning,36,P36,Metaphorical Explanation,complex,conceptual,2.00,0.33
671,6,S6,Systemic Design,8,R8,Design Thinking,5,P5,Checklist,complex,sequential,1.67,0.33
672,6,S6,Systemic Design,8,R8,Design Thinking,6,P6,Memo,complex,qualitative,1.67,0.30
673,6,S6,Systemic Design,8,R8,Design Thinking,8,P8,Technical Report,complex,qualitative; sequential,2.00,0.30
674,6,S6,Systemic Design,8,R8,Design Thinking,10,P10,White Paper,complex,qualitative,2.00,0.33
675,6,S6,Systemic Design,8,R8,Design Thinking,11,P11,Academic Paper,complex,qualitative,2.33,0.33
676,6,S6,Systemic Design,8,R8,Design Thinking,12,P12,Case Study,complex,qualitative,2.00,0.33
677,6,S6,Systemic Design,8,R8,Design Thinking,13,P13,Tutorial,complex,sequential,1.67,0.33
678,6,S6,Systemic Design,8,R8,Design Thinking,15,P15,Dialogue,complex,qualitative,2.00,0.33
679,6,S6,Systemic Design,8,R8,Design Thinking,19,P19,Flowchart,complex,sequential,1.67,0.30
680,6,S6,Systemic Design,8,R8,Design Thinking,20,P20,Gantt Chart,complex,sequential,1.67,0.37
681,6,S6,Systemic Design,8,R8,Design Thinking,26,P26,Timeline,complex,sequential,1.67,0.30
682,6,S6,Systemic Design,8,R8,Design Thinking,32,P32,Annotated Code,complex,sequential,2.00,0.43
683,6,S6,Systemic Design,8,R8,Design Thinking,33,P33,Narrative Synthesis,complex,qualitative,2.00,0.30
684,6,S6,Systemic Design,8,R8,Design Thinking,35,P35,Dialogue Format,complex,qualitative,2.00,0.33
685,6,S6,Systemic Design,9,R9,OODA Loop,5,P5,Checklist,complex,sequential,1.67,0.37
686,6,S6,Systemic Design,9,R9,OODA Loop,8,P8,Technical Report,complex,sequential,2.00,0.33
687,6,S6,Systemic Design,9,R9,OODA Loop,13,P13,Tutorial,complex,sequential,1.67,0.37
688,6,S6,Systemic Design,9,R9,OODA Loop,19,P19,Flowchart,complex,sequential,1.67,0.33
689,6,S6,Systemic Design,9,R9,OODA Loop,20,P20,Gantt Chart,complex,sequential,1.67,0.40
690,6,S6,Systemic Design,9,R9,OODA Loop,26,P26,Timeline,complex,sequential,1.67,0.33
691,6,S6,Systemic Design,9,R9,OODA Loop,32,P32,Annotated Code,complex,sequential,2.00,0.47
692,6,S6,Systemic Design,12,R12,Scientific Method,5,P5,Checklist,complex,sequential,1.67,0.30
693,6,S6,Systemic Design,12,R12,Scientific Method,8,P8,Technical Report,complex,sequential,2.00,0.27
694,6,S6,Systemic Design,12,R12,Scientific Method,13,P13,Tutorial,complex,sequential,1.67,0.30
695,6,S6,Systemic Design,12,R12,Scientific Method,19,P19,Flowchart,complex,sequential,1.67,0.27
696,6,S6,Systemic Design,12,R12,Scientific Method,20,P20,Gantt Chart,complex,sequential,1.67,0.33
697,6,S6,Systemic Design,12,R12,Scientific Method,26,P26,Timeline,complex,sequential,1.67,0.27
698,6,S6,Systemic Design,12,R12,Scientific Method,32,P32,Annotated Code,complex,sequential,2.00,0.40
699,6,S6,Systemic Design,15,R15,Naturalistic Decision-Making,6,P6,Memo,complex,qualitative,1.67,0.33
700,6,S6,Systemic Design,15,R15,Naturalistic Decision-Making,8,P8,Technical Report,complex,qualitative,2.00,0.33
701,6,S6,Systemic Design,15,R15,Naturalistic Decision-Making,10,P10,White Paper,complex,qualitative,2.00,0.37
702,6,S6,Systemic Design,15,R15,Naturalistic Decision-Making,11,P11,Academic Paper,complex,qualitative,2.33,0.37
703,6,S6,Systemic Design,15,R15,Naturalistic Decision-Making,12,P12,Case Study,complex,qualitative,2.00,0.37
704,6,S6,Systemic Design,15,R15,Naturalistic Decision-Making,15,P15,Dialogue,complex,qualitative,2.00,0.37
705,6,S6,Systemic Design,15,R15,Naturalistic Decision-Making,33,P33,Narrative Synthesis,complex,qualitative,2.00,0.33
706,6,S6,Systemic Design,15,R15,Naturalistic Decision-Making,35,P35,Dialogue Format,complex,qualitative,2.00,0.37
707,6,S6,Systemic Design,16,R16,Intuitive Decision-Making,6,P6,Memo,complex,qualitative,1.33,0.30
708,6,S6,Systemic Design,16,R16,Intuitive Decision-Making,8,P8,Technical Report,complex,qualitative,1.67,0.30
709,6,S6,Systemic Design,16,R16,Intuitive Decision-Making,10,P10,White Paper,complex,qualitative,1.67,0.33
710,6,S6,Systemic Design,16,R16,Intuitive Decision-Making,11,P11,Academic Paper,complex,qualitative,2.00,0.33
711,6,S6,Systemic Design,16,R16,Intuitive Decision-Making,12,P12,Case Study,complex,qualitative,1.67,0.33
712,6,S6,Systemic Design,16,R16,Intuitive Decision-Making,15,P15,Dialogue,complex,qualitative,1.67,0.33
713,6,S6,Systemic Design,16,R16,Intuitive Decision-Making,33,P33,Narrative Synthesis,complex,qualitative,1.67,0.30
714,6,S6,Systemic Design,16,R16,Intuitive Decision-Making,35,P35,Dialogue Format,complex,qualitative,1.67,0.33
715,6,S6,Systemic Design,20,R20,Sensitivity Analysis,8,P8,Technical Report,complex,quantitative,2.00,0.30
716,6,S6,Systemic Design,20,R20,Sensitivity Analysis,11,P11,Academic Paper,complex,quantitative,2.33,0.33
717,6,S6,Systemic Design,20,R20,Sensitivity Analysis,17,P17,Decision Matrix,complex,quantitative,1.67,0.33
718,6,S6,Systemic Design,20,R20,Sensitivity Analysis,21,P21,Dashboard,complex,quantitative,2.00,0.33
719,6,S6,Systemic Design,20,R20,Sensitivity Analysis,29,P29,Interactive Visualization,complex,quantitative,2.33,0.37
720,6,S6,Systemic Design,20,R20,Sensitivity Analysis,31,P31,Simulation,complex,quantitative,2.33,0.40
721,6,S6,Systemic Design,21,R21,Analogical Reasoning,1,P1,Cornell Notes,complex,conceptual,1.67,0.33
722,6,S6,Systemic Design,21,R21,Analogical Reasoning,2,P2,SQ3R,complex,conceptual,1.67,0.37
723,6,S6,Systemic Design,21,R21,Analogical Reasoning,3,P3,CODE (Second Brain),complex,conceptual,2.00,0.33
724,6,S6,Systemic Design,21,R21,Analogical Reasoning,4,P4,Progressive Summarization,complex,conceptual,2.00,0.33
725,6,S6,Systemic Design,21,R21,Analogical Reasoning,6,P6,Memo,complex,conceptual,1.67,0.27
726,6,S6,Systemic Design,21,R21,Analogical Reasoning,7,P7,Executive Summary,complex,conceptual,1.67,0.27
727,6,S6,Systemic Design,21,R21,Analogical Reasoning,10,P10,White Paper,complex,conceptual,2.00,0.30
728,6,S6,Systemic Design,21,R21,Analogical Reasoning,14,P14,FAQ,complex,conceptual,1.67,0.27
729,6,S6,Systemic Design,21,R21,Analogical Reasoning,25,P25,Mind Map,complex,conceptual,1.67,0.27
730,6,S6,Systemic Design,21,R21,Analogical Reasoning,28,P28,Slide Deck,complex,conceptual,1.67,0.27
731,6,S6,Systemic Design,21,R21,Analogical Reasoning,36,P36,Metaphorical Explanation,complex,conceptual,2.00,0.30
732,6,S6,Systemic Design,24,R24,Scenario Planning,5,P5,Checklist,complex,sequential,1.67,0.33
733,6,S6,Systemic Design,24,R24,Scenario Planning,6,P6,Memo,complex,narrative,1.67,0.30
734,6,S6,Systemic Design,24,R24,Scenario Planning,8,P8,Technical Report,complex,sequential,2.00,0.30
735,6,S6,Systemic Design,24,R24,Scenario Planning,9,P9,Policy Brief,complex,narrative,2.00,0.37
736,6,S6,Systemic Design,24,R24,Scenario Planning,12,P12,Case Study,complex,narrative,2.00,0.33
737,6,S6,Systemic Design,24,R24,Scenario Planning,13,P13,Tutorial,complex,sequential,1.67,0.33
738,6,S6,Systemic Design,24,R24,Scenario Planning,15,P15,Dialogue,complex,narrative,2.00,0.33
739,6,S6,Systemic Design,24,R24,Scenario Planning,19,P19,Flowchart,complex,sequential,1.67,0.30
740,6,S6,Systemic Design,24,R24,Scenario Planning,20,P20,Gantt Chart,complex,sequential,1.67,0.37
741,6,S6,Systemic Design,24,R24,Scenario Planning,22,P22,Infographic,complex,narrative,1.67,0.33
742,6,S6,Systemic Design,24,R24,Scenario Planning,26,P26,Timeline,complex,sequential,1.67,0.30
743,6,S6,Systemic Design,24,R24,Scenario Planning,28,P28,Slide Deck,complex,narrative,1.67,0.30
744,6,S6,Systemic Design,24,R24,Scenario Planning,30,P30,Video,complex,narrative,2.00,0.33
745,6,S6,Systemic Design,24,R24,Scenario Planning,32,P32,Annotated Code,complex,sequential,2.00,0.43
746,6,S6,Systemic Design,24,R24,Scenario Planning,33,P33,Narrative Synthesis,complex,narrative,2.00,0.30
747,6,S6,Systemic Design,24,R24,Scenario Planning,34,P34,Scenario Narrative,complex,narrative,2.00,0.33
748,6,S6,Systemic Design,24,R24,Scenario Planning,35,P35,Dialogue Format,complex,narrative,2.00,0.33
749,6,S6,Systemic Design,24,R24,Scenario Planning,36,P36,Metaphorical Explanation,complex,narrative,2.00,0.33
750,6,S6,Systemic Design,25,R25,Counterfactual Analysis,6,P6,Memo,complex,narrative,1.67,0.30
751,6,S6,Systemic Design,25,R25,Counterfactual Analysis,9,P9,Policy Brief,complex,narrative,2.00,0.37
752,6,S6,Systemic Design,25,R25,Counterfactual Analysis,12,P12,Case Study,complex,narrative,2.00,0.33
753,6,S6,Systemic Design,25,R25,Counterfactual Analysis,15,P15,Dialogue,complex,narrative,2.00,0.33
754,6,S6,Systemic Design,25,R25,Counterfactual Analysis,22,P22,Infographic,complex,narrative,1.67,0.33
755,6,S6,Systemic Design,25,R25,Counterfactual Analysis,28,P28,Slide Deck,complex,narrative,1.67,0.30
756,6,S6,Systemic Design,25,R25,Counterfactual Analysis,30,P30,Video,complex,narrative,2.00,0.33
757,6,S6,Systemic Design,25,R25,Counterfactual Analysis,33,P33,Narrative Synthesis,complex,narrative,2.00,0.30
758,6,S6,Systemic Design,25,R25,Counterfactual Analysis,34,P34,Scenario Narrative,complex,narrative,2.00,0.33
759,6,S6,Systemic Design,25,R25,Counterfactual Analysis,35,P35,Dialogue Format,complex,narrative,2.00,0.33
760,6,S6,Systemic Design,25,R25,Counterfactual Analysis,36,P36,Metaphorical Explanation,complex,narrative,2.00,0.33
761,6,S6,Systemic Design,26,R26,Pre-mortem Analysis,6,P6,Memo,complex,qualitative,1.67,0.27
762,6,S6,Systemic Design,26,R26,Pre-mortem Analysis,8,P8,Technical Report,complex,qualitative,2.00,0.27
763,6,S6,Systemic Design,26,R26,Pre-mortem Analysis,10,P10,White Paper,complex,qualitative,2.00,0.30
764,6,S6,Systemic Design,26,R26,Pre-mortem Analysis,11,P11,Academic Paper,complex,qualitative,2.33,0.30
765,6,S6,Systemic Design,26,R26,Pre-mortem Analysis,12,P12,Case Study,complex,qualitative,2.00,0.30
766,6,S6,Systemic Design,26,R26,Pre-mortem Analysis,15,P15,Dialogue,complex,qualitative,2.00,0.30
767,6,S6,Systemic Design,26,R26,Pre-mortem Analysis,33,P33,Narrative Synthesis,complex,qualitative,2.00,0.27
768,6,S6,Systemic Design,26,R26,Pre-mortem Analysis,35,P35,Dialogue Format,complex,qualitative,2.00,0.30
769,6,S6,Systemic Design,28,R28,Red Team/Blue Team,7,P7,Executive Summary,complex,comparative,1.67,0.33
770,6,S6,Systemic Design,28,R28,Red Team/Blue Team,9,P9,Policy Brief,complex,comparative,2.00,0.40
771,6,S6,Systemic Design,28,R28,Red Team/Blue Team,16,P16,Comparative Table,complex,comparative,1.67,0.33
772,6,S6,Systemic Design,28,R28,Red Team/Blue Team,17,P17,Decision Matrix,complex,comparative,1.67,0.37
773,6,S6,Systemic Design,31,R31,Critical Thinking,6,P6,Memo,complex,qualitative,1.67,0.27
774,6,S6,Systemic Design,31,R31,Critical Thinking,8,P8,Technical Report,complex,qualitative,2.00,0.27
775,6,S6,Systemic Design,31,R31,Critical Thinking,10,P10,White Paper,complex,qualitative,2.00,0.30
776,6,S6,Systemic Design,31,R31,Critical Thinking,11,P11,Academic Paper,complex,qualitative,2.33,0.30
777,6,S6,Systemic Design,31,R31,Critical Thinking,12,P12,Case Study,complex,qualitative,2.00,0.30
778,6,S6,Systemic Design,31,R31,Critical Thinking,15,P15,Dialogue,complex,qualitative,2.00,0.30
779,6,S6,Systemic Design,31,R31,Critical Thinking,33,P33,Narrative Synthesis,complex,qualitative,2.00,0.27
780,6,S6,Systemic Design,31,R31,Critical Thinking,35,P35,Dialogue Format,complex,qualitative,2.00,0.30
781,6,S6,Systemic Design,36,R36,Delphi Method,6,P6,Memo,complex,qualitative,1.67,0.33
782,6,S6,Systemic Design,36,R36,Delphi Method,8,P8,Technical Report,complex,qualitative,2.00,0.33
783,6,S6,Systemic Design,36,R36,Delphi Method,10,P10,White Paper,complex,qualitative,2.00,0.37
784,6,S6,Systemic Design,36,R36,Delphi Method,11,P11,Academic Paper,complex,qualitative,2.33,0.37
785,6,S6,Systemic Design,36,R36,Delphi Method,12,P12,Case Study,complex,qualitative,2.00,0.37
